Document Date,Year,Purchase Number,Material Description,Group,Buyer Name,Store Location,Net Price,Currency,Net price in USD,Order Quantity,Total price,Vendor,Delivered Quantity,Paid Amount,Balance,Remarks,Savings,Savings Amount
29/08/2023,2023,100823,Safety Goggles,Hardware supplies,Emily Johnson,Arizona,$3.00,CAD,$2.28,10,$22.80,OmniSource Supplies,10,$0.00,$22.80,"""Smart bargaining with the supplier led to a significant savings of 4.8% for the satisfied buyers.""",4.8,$1.09
30/08/2023,2023,100824,Curtain Rods,Home Decor,Christopher Jones,Arizona,$15.00,USD,$15.00,31,$465.00,All-Purpose Depot,25,$93.00,$372.00,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$6.98
31/08/2023,2023,100824,Bathroom Shelves,Bathroom supplies,Christopher Jones,Idaho,$25.00,USD,$25.00,49,"$1,225.00",All-Purpose Depot,39,$245.00,$980.00,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$18.38
01/09/2023,2023,100824,Drawing Paper,School supplies,Christopher Jones,Arizona,$2.50,USD,$2.50,49,$122.50,All-Purpose Depot,49,$0.00,$122.50,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$1.84
02/09/2023,2023,100824,Garden Flags,Gardening supplies,Christopher Jones,California,$8.00,USD,$8.00,28,$224.00,All-Purpose Depot,28,$0.00,$224.00,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$3.36
03/09/2023,2023,100824,Bathroom Scales,Bathroom supplies,Christopher Jones,Arizona,$25.00,USD,$25.00,1,$25.00,All-Purpose Depot,1,$0.00,$25.00,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$0.38
04/09/2023,2023,100824,Soap Dispensers,Bathroom supplies,Christopher Jones,Oregon,$12.00,USD,$12.00,41,$492.00,All-Purpose Depot,4,$442.80,$49.20,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$7.38
05/09/2023,2023,100824,Towels,Bathroom supplies,Christopher Jones,Idaho,$15.00,USD,$15.00,24,$360.00,All-Purpose Depot,19,$72.00,$288.00,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$5.40
06/09/2023,2023,100824,Cleaning Brush,School supplies,Christopher Jones,Arizona,$1.50,USD,$1.50,1,$1.50,All-Purpose Depot,1,$0.00,$1.50,"""Buyers successfully negotiated with the supplier and received a small discount of 1.5% on their purchase.""",1.5,$0.02
07/09/2023,2023,100825,Garden Carts,Gardening supplies,Jessica Brown,Arizona,$80.00,USD,$80.00,42,"$3,360.00",Superior General Supplies,34,$672.00,"$2,688.00","""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$63.84
08/09/2023,2023,100826,Cozy Blankets,Home Decor,Christopher Jones,Idaho,$30.00,USD,$30.00,1,$30.00,All-Purpose Depot,1,$0.00,$30.00,"""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$1.17
09/09/2023,2023,100827,Paint Sprayers,Hardware supplies,Emily Johnson,Nevada,$80.00,CAD,$60.80,2,$121.60,OmniSource Supplies,1,$85.12,$36.48,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$2.31
10/09/2023,2023,100828,Pencil Sharpeners,School supplies,Christopher Jones,Oregon,$1.20,USD,$1.20,42,$50.40,All-Purpose Depot,38,$5.04,$45.36,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$3.68
11/09/2023,2023,100829,Chisels,Hardware supplies,Jessica Brown,Washington,$8.00,USD,$8.00,42,$336.00,Superior General Supplies,17,$201.60,$134.40,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$15.12
12/09/2023,2023,100829,Garden Benches,Gardening supplies,Jessica Brown,Nevada,$50.00,USD,$50.00,45,"$2,250.00",Superior General Supplies,5,"$2,025.00",$225.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$101.25
13/09/2023,2023,100829,Toilet Brushes,Bathroom supplies,Jessica Brown,Utah,$12.00,USD,$12.00,6,$72.00,Superior General Supplies,6,$0.00,$72.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$3.24
14/09/2023,2023,100829,Staplers,School supplies,Jessica Brown,Nevada,$3.00,USD,$3.00,14,$42.00,Superior General Supplies,4,$29.40,$12.60,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$1.89
15/09/2023,2023,100829,Plant Labels,Gardening supplies,Jessica Brown,Nevada,$5.00,USD,$5.00,16,$80.00,Superior General Supplies,3,$64.00,$16.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$3.60
16/09/2023,2023,100829,Crowbars,Hardware supplies,Jessica Brown,Oregon,$10.00,USD,$10.00,7,$70.00,Superior General Supplies,7,$0.00,$70.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$3.15
17/09/2023,2023,100829,Decorative Throw Pillows,Home Decor,Jessica Brown,Nevada,$20.00,USD,$20.00,45,$900.00,Superior General Supplies,18,$540.00,$360.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$40.50
18/09/2023,2023,100830,Closet Organizers,Home Decor,Christopher Jones,Oregon,$35.00,USD,$35.00,5,$175.00,All-Purpose Depot,2,$105.00,$70.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$3.50
19/09/2023,2023,100831,Seed Packets,Gardening supplies,Michael Williams,Nevada,$3.00,USD,$3.00,25,$75.00,Global Essentials Inc.,25,$0.00,$75.00,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
20/09/2023,2023,100832,Fire Blankets,Hardware supplies,Emily Johnson,Arizona,$25.00,CAD,$19.00,36,$684.00,OmniSource Supplies,18,$342.00,$342.00,"""Through shrewd negotiations, buyers were able to obtain remarkable savings of around 3.7% on their order.""",3.7,$25.31
21/09/2023,2023,100833,Plant Stands,Gardening supplies,John Smith,California,$25.00,USD,$25.00,43,"$1,075.00",Universal Supply Co.,30,$322.50,$752.50,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$20.43
22/09/2023,2023,100833,Cleaning Gloves,School supplies,John Smith,New Mexico,$1.00,USD,$1.00,19,$19.00,Universal Supply Co.,4,$15.20,$3.80,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$0.36
23/09/2023,2023,100833,Shoe Racks,Home Decor,John Smith,Utah,$25.00,USD,$25.00,27,$675.00,Universal Supply Co.,11,$405.00,$270.00,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$12.83
24/09/2023,2023,100833,Garden Fountains,Gardening supplies,John Smith,Washington,$80.00,USD,$80.00,40,"$3,200.00",Universal Supply Co.,32,$640.00,"$2,560.00","""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$60.80
25/09/2023,2023,100833,Under Bed Storage,Home Decor,John Smith,Arizona,$30.00,USD,$30.00,34,"$1,020.00",Universal Supply Co.,14,$612.00,$408.00,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$19.38
26/09/2023,2023,100833,Door Stoppers,Hardware supplies,John Smith,Nevada,$2.00,USD,$2.00,52,$104.00,Universal Supply Co.,47,$10.40,$93.60,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$1.98
27/09/2023,2023,100833,Charcoal Pencils,School supplies,John Smith,Colorado,$2.00,USD,$2.00,1,$2.00,Universal Supply Co.,0,$1.80,$0.20,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$0.04
28/09/2023,2023,100833,Garden Trellis,Gardening supplies,John Smith,Utah,$20.00,USD,$20.00,9,$180.00,Universal Supply Co.,9,$0.00,$180.00,"""By skillfully negotiating, buyers achieved a discount of 1.9% on their order.""",1.9,$3.42
29/09/2023,2023,100834,Bread Baskets,Home Decor,Jessica Brown,Oregon,$18.00,USD,$18.00,47,$846.00,Superior General Supplies,47,$0.00,$846.00,"""After tough negotiations, the buyers were delighted to get 9.50% savings from the supplier.""",9.5,$80.37
30/09/2023,2023,100835,Portable Projectors,School supplies,Emily Johnson,Colorado,$80.00,CAD,$60.80,41,"$2,492.80",OmniSource Supplies,21,"$1,246.40","$1,246.40","""By employing effective negotiation strategies, the buyers saved 3.9% on their purchase from the supplier.""",3.9,$97.22
01/10/2023,2023,100836,Wall Clocks,Home Decor,Jessica Brown,New Mexico,$15.00,USD,$15.00,35,$525.00,Superior General Supplies,35,$0.00,$525.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
02/10/2023,2023,100837,Shelf Brackets,Hardware supplies,Jessica Brown,Arizona,$2.50,USD,$2.50,10,$25.00,Superior General Supplies,1,$22.50,$2.50,"""After tough negotiations, the buyers were delighted to get 9.50% savings from the supplier.""",9.5,$2.38
03/10/2023,2023,100838,Safety Whistles,Hardware supplies,Christopher Jones,Washington,$2.00,USD,$2.00,3,$6.00,All-Purpose Depot,3,$0.00,$6.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$0.53
04/10/2023,2023,100838,Mop and Bucket,School supplies,Christopher Jones,Oregon,$6.00,USD,$6.00,22,$132.00,All-Purpose Depot,11,$66.00,$66.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$11.75
05/10/2023,2023,100838,Dustpan and Brush Set,School supplies,Christopher Jones,Washington,$3.00,USD,$3.00,41,$123.00,All-Purpose Depot,41,$0.00,$123.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$10.95
06/10/2023,2023,100838,Drawer Organizers (for clothing),Home Decor,Christopher Jones,Washington,$12.00,USD,$12.00,30,$360.00,All-Purpose Depot,30,$0.00,$360.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$32.04
07/10/2023,2023,100838,Index Cards,School supplies,Christopher Jones,Colorado,$1.20,USD,$1.20,51,$61.20,All-Purpose Depot,36,$18.36,$42.84,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$5.45
08/10/2023,2023,100838,Safety Vests,Hardware supplies,Christopher Jones,California,$8.00,USD,$8.00,7,$56.00,All-Purpose Depot,6,$11.20,$44.80,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$4.98
09/10/2023,2023,100838,Scientific Calculators,School supplies,Christopher Jones,Utah,$25.00,USD,$25.00,46,"$1,150.00",All-Purpose Depot,37,$230.00,$920.00,"""Buyers were thrilled to secure a generous 8.90% discount from the supplier through their negotiations.""",8.9,$102.35
10/10/2023,2023,100839,Garden Twine,Gardening supplies,John Smith,Arizona,$5.00,USD,$5.00,45,$225.00,Universal Supply Co.,14,$157.50,$67.50,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$7.20
11/10/2023,2023,100839,Drawer Organizers,Home Decor,John Smith,Utah,$15.00,USD,$15.00,22,$330.00,Universal Supply Co.,20,$33.00,$297.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$10.56
12/10/2023,2023,100839,Napkin Holders,Home Decor,John Smith,Nevada,$12.00,USD,$12.00,52,$624.00,Universal Supply Co.,47,$62.40,$561.60,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$19.97
13/10/2023,2023,100839,Headphones,School supplies,John Smith,Oregon,$20.00,USD,$20.00,6,$120.00,Universal Supply Co.,6,$0.00,$120.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$3.84
14/10/2023,2023,100839,Caulking Guns,Hardware supplies,John Smith,Utah,$7.00,USD,$7.00,34,$238.00,Universal Supply Co.,17,$119.00,$119.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$7.62
15/10/2023,2023,100839,Shower Caps,Bathroom supplies,John Smith,Arizona,$5.00,USD,$5.00,32,$160.00,Universal Supply Co.,16,$80.00,$80.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$5.12
16/10/2023,2023,100839,Table Lamps,Home Decor,John Smith,California,$40.00,USD,$40.00,27,"$1,080.00",Universal Supply Co.,22,$216.00,$864.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$34.56
17/10/2023,2023,100839,Garden Hoes,Gardening supplies,John Smith,California,$20.00,USD,$20.00,16,$320.00,Universal Supply Co.,16,$0.00,$320.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$10.24
18/10/2023,2023,100839,Cotton Swab Holders,Bathroom supplies,John Smith,Colorado,$8.00,USD,$8.00,15,$120.00,Universal Supply Co.,15,$0.00,$120.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$3.84
19/10/2023,2023,100839,Rollers,Hardware supplies,John Smith,Nevada,$5.00,USD,$5.00,27,$135.00,Universal Supply Co.,19,$40.50,$94.50,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$4.32
20/10/2023,2023,100839,Binder Clips,School supplies,John Smith,Utah,$1.50,USD,$1.50,18,$27.00,Universal Supply Co.,18,$0.00,$27.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$0.86
21/10/2023,2023,100839,Makeup Mirrors,Bathroom supplies,John Smith,Arizona,$35.00,USD,$35.00,10,$350.00,Universal Supply Co.,10,$0.00,$350.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$11.20
22/10/2023,2023,100839,Sawhorses,Hardware supplies,John Smith,Washington,$20.00,USD,$20.00,51,"$1,020.00",Universal Supply Co.,20,$612.00,$408.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$32.64
23/10/2023,2023,100839,Dish Drainers,Home Decor,John Smith,Oregon,$30.00,USD,$30.00,28,$840.00,Universal Supply Co.,28,$0.00,$840.00,"""Negotiating with the supplier proved fruitful, leading to substantial savings of approximately 3.2% for the savvy buyers.""",3.2,$26.88
24/10/2023,2023,100840,Trivets,Home Decor,Christopher Jones,Utah,$15.00,USD,$15.00,46,$690.00,All-Purpose Depot,18,$414.00,$276.00,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$50.37
25/10/2023,2023,100841,Sticky Notes,School supplies,Jessica Brown,Arizona,$1.50,USD,$1.50,29,$43.50,Superior General Supplies,26,$4.35,$39.15,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
26/10/2023,2023,100842,Bird Baths,Gardening supplies,Christopher Jones,Utah,$30.00,USD,$30.00,50,"$1,500.00",All-Purpose Depot,35,$450.00,"$1,050.00","""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
27/10/2023,2023,100842,Soap Dishes,Bathroom supplies,Christopher Jones,Washington,$8.00,USD,$8.00,5,$40.00,All-Purpose Depot,4,$8.00,$32.00,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
28/10/2023,2023,100842,Graph Paper,School supplies,Christopher Jones,New Mexico,$2.00,USD,$2.00,31,$62.00,All-Purpose Depot,22,$18.60,$43.40,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
29/10/2023,2023,100842,Garden Sheds,Gardening supplies,Christopher Jones,Idaho,$500.00,USD,$500.00,3,"$1,500.00",All-Purpose Depot,3,$0.00,"$1,500.00","""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
30/10/2023,2023,100842,Robe Hooks,Bathroom supplies,Christopher Jones,Arizona,$8.00,USD,$8.00,3,$24.00,All-Purpose Depot,3,$0.00,$24.00,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
31/10/2023,2023,100842,Earplugs,Hardware supplies,Christopher Jones,Arizona,$1.50,USD,$1.50,10,$15.00,All-Purpose Depot,2,$12.00,$3.00,"""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
01/11/2023,2023,100842,Fall Arrest Systems,Hardware supplies,Christopher Jones,Utah,$150.00,USD,$150.00,34,"$5,100.00",All-Purpose Depot,34,$0.00,"$5,100.00","""Despite their hopes, the buyers received 0% savings, which left them feeling discouraged.""",0,$0.00
02/11/2023,2023,100843,Plant Saucers,Gardening supplies,Christopher Jones,Colorado,$8.00,USD,$8.00,43,$344.00,All-Purpose Depot,22,$172.00,$172.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$2.75
03/11/2023,2023,100844,Glass Cleaner,School supplies,John Smith,Idaho,$2.00,USD,$2.00,11,$22.00,Universal Supply Co.,9,$4.40,$17.60,"""Unfortunately, the negotiations did not yield any savings, causing disappointment for the buyers.""",0,$0.00
